id,sentiment
1090,3
1091,3
1092,3
1093,3
1094,1
1095,4
1096,2
1097,2
1098,2
1099,2
1100,0
1101,3
1102,3
1103,1
1104,0
1105,2
1106,2
1107,1
1108,2
1109,3
1110,1
1111,1
1112,1
1113,1
1114,2
1115,3
1116,3
1117,3
1118,3
1119,3
1120,3
1121,3
1122,1
1123,3
1124,2
1125,3
1126,1
1127,1
1128,3
1129,1
1130,1
1131,3
1132,1
1133,2
1134,2
1135,0
1136,0
1137,2
1138,4
1139,1
1140,1
1141,2
1142,3
1143,3
1144,1
1145,3
1146,1
1147,3
1148,1
1149,1
1150,1
1151,3
1152,2
1153,2
1154,3
1155,3
1156,3
1157,3
1158,2
1159,3
1160,3
1161,3
1162,3
1163,3
1164,3
1165,3
1166,3
1167,3
1168,2
1169,2
1170,3
1171,1
1172,3
1173,1
1174,1
1175,2
1176,3
1177,2
1178,3
1179,3
1180,3
1181,2
1182,2
1183,3
1184,3
1185,3
1186,3
1187,3
1188,3
1189,3
1190,1
1191,3
1192,3
1193,2
1194,3
1195,2
1196,3
1197,3
1198,0
1199,1
1200,0
1201,1
1202,1
1203,3
1204,3
1205,3
1206,3
1207,2
1208,2
1209,3
1210,0
1211,0
1212,2
1213,3
1214,1
1215,1
1216,3
1217,2
1218,2
1219,1
1220,3
1221,3
1222,3
1223,3
1224,2
1225,1
1226,3
1227,1
1228,3
1229,3
1230,3
1231,3
1232,1
1233,3
1234,3
1235,3
1236,1
1237,3
1238,3
1239,1
1240,1
1241,1
1242,2
1243,3
1244,2
1245,2
1246,3
1247,2
1248,3
1249,1
1250,2
1251,0
1252,3
1253,3
1254,2
1255,3
1256,3
1257,3
1258,3
1259,3
1260,3
1261,2
1262,0
1263,3
1264,1
1265,3
1266,2
1267,3
1268,0
1269,3
1270,3
1271,2
1272,2
1273,2
1274,0
1275,3
1276,3
1277,3
1278,1
1279,1
1280,3
1281,3
1282,3
1283,3
1284,3
1285,3
1286,1
1287,3
1288,2
1289,3
1290,1
1291,3
1292,3
1293,3
1294,3
1295,3
1296,3
1297,3
1298,3
1299,2
1300,2
1301,2
1302,2
1303,2
1304,3
1305,0
1306,3
1307,3
1308,0
1309,0
1310,2
1311,2
1312,3
1313,3
1314,0
1315,3
1316,2
1317,2
1318,3
1319,3
1320,3
1321,1
1322,1
1323,4
1324,3
1325,3
1326,1
1327,3
1328,0
1329,0
1330,1
1331,1
1332,2
1333,3
1334,3
1335,2
1336,3
1337,3
1338,3
1339,2
1340,3
1341,3
1342,3
1343,2
1344,1
1345,1
1346,3
1347,1
1348,2
1349,0
1350,2
1351,2
1352,2
1353,1
1354,1
1355,1
1356,3
1357,3
1358,3
1359,3
1360,3
1361,0
1362,0
1363,3
1364,3
1365,3
1366,3
1367,2
1368,2
1369,1
1370,2
1371,2
1372,3
1373,2
1374,2
1375,2
1376,3
1377,2
1378,1
1379,1
1380,2
1381,1
1382,3
1383,3
1384,2
1385,3
1386,3
1387,2
1388,3
1389,2
1390,2
1391,3
1392,2
1393,3
1394,2
1395,3
1396,0
1397,1
1398,2
1399,4
1400,4
1401,2
1402,2
1403,3
1404,3
1405,3
1406,3
1407,3
1408,3
1409,2
1410,0
1411,2
1412,2
1413,3
1414,3
1415,3
1416,1
1417,1
1418,2
1419,3
1420,1
1421,3
1422,3
1423,3
1424,1
1425,2
1426,3
1427,3
1428,3
1429,1
1430,1
1431,1
1432,2
1433,3
1434,2
1435,1
1436,3
1437,2
1438,2
1439,2
1440,3
1441,1
1442,3
1443,3
1444,3
1445,2
1446,2
1447,2
1448,3
1449,3
1450,3
1451,1
1452,3
1453,3
1454,3
